university,user_id,user_name,number_tweets,friends_count,followers_count,created_at
pucv_cl,1190984135027957760,ArcaewQ24,40077,2154,224,Wed Nov 15 22:14:14 +0000 2017
pucv_cl,341378413464417,1Willay_97,31,246,23,Thu Mar 12 15:58:12 +0000 2015
ubbchile,1182098502179982848,haNctlao,184,249,41,Thu Aug 06 05:16:17 +0000 2009
pucv_cl,857395561432286592,jUrsotoGyors,102,126,105,Wed Apr 25 15:11:13 +0000 2012
pucv_cl,7927976510498936,daesi3xgOnIa_cl,337,459,216,Sun Apr 25 14:31:47 +0000 2010
pucv_cl,903856210356367360,CenasVlparai,5,43,6,Thu Dec 26 02:18:03 +0000 2013
pucv_cl,1161628280092524800,Pamna_vap,20455,795,489,Thu Aug 22 14:07:05 +0000 2013
pucv_cl,1233685391557883136,Eli3Uohcirnia,33,46,7,Mon Mar 25 21:27:35 +0000 2013
pucv_cl,1196638336058701824,eieiEntd,4,28,17,Sat Sep 03 16:46:51 +0000 2011
pucv_cl,8079235368033551,_b5ranVaKquez,104,78,62,Wed Aug 24 18:23:41 +0000 2011
pucv_cl,1107956010659944064,Vailustrisima,13038,860,323,Thu Aug 26 01:53:32 +0000 2010
usach,1136972223758823168,cggoA_G_,1060,2480,993,Mon Feb 23 23:51:38 +0000 2015
ubbchile,1257738809312830976,0diaDa1990,3,89,1,Wed Oct 10 18:01:36 +0000 2012
pucv_cl,12439195987937946,9wmcieCcoirL,97,399,82,Thu Feb 13 15:58:49 +0000 2014
pucv_cl,773064419372459136,aoMrp,3625,1314,193,Mon Oct 19 22:57:10 +0000 2009
pucv_cl,11312271010734990,Pyay_valenzRela,2560,771,568,Tue Mar 23 20:48:52 +0000 2010
pucv_cl,832035826101677312,blcia3d6esa,69,199,69,Sun Mar 28 06:22:19 +0000 2010
pucv_cl,846719806788567040,SdfaDaz81320519,12,39,16,Tue Oct 01 18:53:56 +0000 2019
uchile,7019303868329155,Paul03Z0629423,2,8,0,Mon Jul 08 14:42:12 +0000 2019
usantamaria,1387571465043670,b3Wfb8ejrq,0,42,0,Sun Apr 12 05:32:02 +0000 2020
ucatolica_chile,1247609046822531072,zAR2,16,283,0,Tue Oct 09 16:24:00 +0000 2018
pucv_cl,1187088063268685824,Dori5X39740257,39,28,1,Mon Jun 11 20:23:49 +0000 2018
uvalpochile,10648286130145960,ErgodiliV31610,404,37,13,Tue Mar 07 11:48:08 +0000 2017
pucv_cl,1062257315664326,6_HalaU,295,190,35,Sun Jun 12 01:15:35 +0000 2011
ubbchile,8993711051523859,javi4aznzza,5337,500,157,Tue Jul 30 00:59:19 +0000 2013
pucv_cl,12239301556073092,raume1deze_,4034,1387,286,Wed Nov 23 15:22:58 +0000 2011
pucv_cl,1185140228336033536,eneakunyNa,1224,2059,807,Fri May 13 19:39:02 +0000 2011
pucv_cl,1247096717482504704,sDOatigtXom77,44,41,2,Sun Oct 20 15:00:09 +0000 2019
uchile,1206548544575300352,e_ile6uoca1,0,51,0,Thu May 28 22:59:13 +0000 2020
ucscconcepcion,1248947964565582080,DGAItB6k,40,102,96,Sun Aug 25 15:43:58 +0000 2019
pucv_cl,842349652452206,NoOs91,285,29,21,Fri Nov 18 20:36:54 +0000 2011
pucv_cl,3204218396390093,EUFobJzv,41,269,99,Wed Dec 12 03:36:41 +0000 2012
pucv_cl,2018616332206525,LyIaPar4kevS,62,239,12,Sun Sep 08 04:41:48 +0000 2019
uchile,1224199712264429056,lauGq1m,288,178,27,Thu Jan 31 06:10:20 +0000 2019
pucv_cl,1535769438407282,elyybethi,270,326,101,Mon Nov 07 21:10:11 +0000 2011
pucv_cl,951784777851968896,BS8nescqacl,1174,1093,1865,Wed Aug 26 16:38:21 +0000 2015
pucv_cl,4721324732879232,buseTscuraumd,1151,16,527,Wed Jun 03 14:56:15 +0000 2015
pucv_cl,9833632280134240,tqZveJtastTop,601,1719,437,Sat Oct 18 03:52:29 +0000 2014
userena,1257820924493097728,vsuopsS8z9Np,140,347,21,Fri May 31 19:49:36 +0000 2019
pucv_cl,931365732823426688,7xab,707,3249,694,Fri Oct 02 00:08:29 +0000 2009
pucv_cl,2096277252834111,magdaebtayr,166,64,32,Tue Feb 02 14:50:49 +0000 2010
pucv_cl,1257969536729362944,frbimr9i3,4,106,34,Fri Aug 05 02:49:12 +0000 2011
UFrontera,1246464440913507584,LisDelParR,0,21,1,Tue Apr 14 07:40:26 +0000 2020
uvalpochile,758628296393661696,bfSiaMio,36918,2503,2887,Mon Mar 22 04:01:45 +0000 2010
pucv_cl,9687064291394366,andreea_chwonNg,1,14,34,Mon Nov 09 02:14:48 +0000 2009
pucv_cl,2984018400624360,JoriZMSh1,3423,751,339,Wed Nov 18 16:18:45 +0000 2009
ucscconcepcion,11114716589368278,U7abioliStUons,331,687,83,Thu Oct 26 01:32:42 +0000 2017
uchile,709729921776401152,pGroa,6,36,0,Thu May 28 17:45:36 +0000 2020
ucatolica_chile,1103081149509299072,mxdzoTefireh,599,195,119,Sun Apr 05 14:01:35 +0000 2015
ucscconcepcion,2190423992462776,aZsE9t1,97,1098,7,Sat Dec 11 12:02:54 +0000 2010
pucv_cl,2947185969723694,NoGtizo_8B,20,80,2,Mon Nov 05 01:44:31 +0000 2012
pucv_cl,12187382850634552,ReporteSUoYs,3389,2807,2849,Thu May 04 22:16:45 +0000 2017
uvalpochile,12434676080552012,LCoPer0v0,4,568,25,Sun Oct 06 17:30:40 +0000 2019
ubbchile,9137805465294366,KD1e7056,6,198,2,Thu Mar 19 17:28:41 +0000 2020
pucv_cl,948663499629216256,JNli_dloRck,1304,1372,785,Tue Jan 12 01:48:18 +0000 2010
usach,1240560749168858112,Darfoemenuk1,13,39,4,Wed Apr 08 01:03:29 +0000 2020
pucv_cl,6850644543185465,EjmAturt4ki,2503,684,262,Fri Mar 27 19:33:22 +0000 2009
uvalpochile,819517897013527296,Noe_azaeps8,0,77,2,Thu Apr 30 02:08:23 +0000 2020
uchile,12013299517323122,CtrDoa2,189,150,91,Wed Mar 20 21:29:52 +0000 2013
ubbchile,12330916357520144,ZlZsotUv1,5,116,3,Thu Mar 22 10:02:23 +0000 2018
pucv_cl,11399977983890344,jorge3260612G,179,2436,668,Wed Jun 19 19:44:28 +0000 2019
ucatolica_chile,4214385787003514,sXOXoaJo,843,462,77,Tue Jun 18 02:57:36 +0000 2019
ubbchile,1239036601804448512,MRc2e9LTx9,1,209,6,Mon Oct 21 21:59:15 +0000 2019
ubbchile,9860189727049300,Yla6itAar8Pa,1965,159,45,Tue Jul 28 01:47:15 +0000 2015
pucv_cl,8047301434412976,franeco_cpeapo,327,244,186,Thu Jan 21 21:08:16 +0000 2010
userena,9799012870691724,jaiwooMbangs,883,700,64,Thu Jun 06 22:46:13 +0000 2019
UFrontera,979916973833440512,AgurFeliph,5,93,2,Sat Jan 25 04:10:11 +0000 2014
pucv_cl,12485709979552658,dj2y11D80,6037,564,164,Tue Aug 02 00:52:50 +0000 2011
pucv_cl,1215197723153725184,_Cytha_haon_,29,100,43,Sat Aug 06 01:39:47 +0000 2011
usach,5801315833633550,_gnSgenca,7465,2482,56335,Tue May 31 19:23:57 +0000 2016
pucv_cl,1045182518249846528,PalovCchETYC4,5,139,7,Wed Oct 24 14:37:11 +0000 2012
usantamaria,9545638555281812,chessare_mRina,11656,699,428,Sun Jan 05 15:23:33 +0000 2014
pucv_cl,7169807687535668,toriaqmm,1027,443,177,Sat May 14 02:40:02 +0000 2011
pucv_cl,1093991302173520000,KareCsafgeZ,2091,218,153,Mon Jan 18 01:05:59 +0000 2010
pucv_cl,9324058613650892,etereaaaZ,478,375,102,Tue Mar 22 18:25:27 +0000 2016
pucv_cl,6895185776659545,yoEya00O,1568,2907,581,Tue Jan 18 22:05:13 +0000 2011
pucv_cl,1252032107678871808,RiOKri6wix,86,1047,59,Mon Apr 18 12:57:42 +0000 2016
pucv_cl,11614010054896102,PunAl8mami,41,214,103,Thu Feb 25 15:40:26 +0000 2010
uchile,3673206848038206,FeiadoUrI29,9,155,1,Sun May 24 14:19:18 +0000 2020
UFrontera,2489709461570628,A_gLuisa92,10,106,12,Wed Jun 22 02:28:54 +0000 2011
pucv_cl,1086647275077439360,sbs77x,127,243,107,Mon Sep 05 04:53:07 +0000 2011
pucv_cl,992507003355505664,manbDavoX,3719,1652,780,Sun Aug 22 14:41:53 +0000 2010
pucv_cl,12353940421546662,PgoVyaDJoR,1230,593,426,Tue Dec 10 12:38:08 +0000 2013
pucv_cl,1651740053111537,uNteMpia,90,160,76,Sat Dec 10 00:49:39 +0000 2011
udeconcepcion,8241740336844206,capmcdz1_s,327,86,75,Thu Nov 08 00:43:50 +0000 2012
pucv_cl,651345671768946,miltnghn5lo,359,2363,470,Wed Aug 05 04:33:21 +0000 2009
usach,1260857192379563008,SFnadett,6261,531,257,Thu Feb 04 04:52:17 +0000 2010
pucv_cl,1197437011518002176,CarlincToCaro,26,50,9,Fri Mar 03 15:59:20 +0000 2017
pucv_cl,5082052404971948,FrodyCg,93,144,29,Tue Aug 30 00:54:44 +0000 2011
pucv_cl,1261194582074831872,WoynnreVagurr4,459,163,89,Wed Dec 01 20:35:01 +0000 2010
pucv_cl,3906214740701052,CspiclRX,5,38,2,Sun Oct 20 17:25:06 +0000 2019
usach,80943252003112,nihcodopeZ,335,62,12,Wed May 28 13:08:04 +0000 2014
pucv_cl,11922365057072114,jaKveraZaz,2102,389,205,Sat Sep 12 19:14:48 +0000 2009
pucv_cl,1022777539640676992,uIiila,679,257,55,Tue Jul 21 22:39:29 +0000 2009
pucv_cl,6341086551552418,ui9gin_6m,530,1159,150,Sat Nov 29 14:49:21 +0000 2008
ucscconcepcion,1224205529274052608,naiWmBewenborn,13452,1949,1492,Sun Mar 07 14:22:40 +0000 2010
uchile,7819766742449368,L1ONS2529,1,175,14,Tue May 26 02:13:24 +0000 2020
pucv_cl,1244363575906986240,9ofteciPeL,5494,977,173,Fri Oct 12 01:08:01 +0000 2012
pucv_cl,8817698085355268,gre5nvciy,305,844,213,Sun Oct 11 19:13:56 +0000 2009
pucv_cl,3541326237702342,aear8r35,4,127,14,Sun Oct 13 20:25:02 +0000 2013
pucv_cl,11333964976352768,eienIchan,27,405,106,Tue Sep 08 18:15:31 +0000 2009
pucv_cl,8308697594102313,tsugU2v,0,7,2,Sat May 10 16:28:41 +0000 2014
pucv_cl,7494608190521230,vLle_x32,13,29,15,Sun Jan 09 03:48:12 +0000 2011
pucv_cl,11358713732846578,Araar8_1,0,107,4,Wed Nov 02 03:29:15 +0000 2016
uvalpochile,7803309895789447,qd_uCaLte,284,146,45,Sat Jul 18 22:43:41 +0000 2009
pucv_cl,1265790978915853568,CvelsSbantrTO,12,34,2,Fri Nov 15 03:37:43 +0000 2019
pucv_cl,6089863329358664,debdh7657139,3,53,0,Sun Dec 16 18:04:47 +0000 2018
pucv_cl,11416070962415270,mendezuaa90,909,170,60,Wed Feb 25 18:46:09 +0000 2015
uchile,703871569467100288,apiasaxto,7,38,2,Fri Apr 17 12:12:30 +0000 2020
pucv_cl,1195090850263600640,hfoAo4Co5,9,117,10,Wed Mar 04 20:50:19 +0000 2015
pucv_cl,691464424382343,cMS0315,3,32,2,Wed Apr 19 21:52:43 +0000 2017
userena,6520765878736901,MeriionalRadj,740,613,675,Thu Oct 04 00:20:22 +0000 2012
pucv_cl,1196328148276644864,tolAaatek,969,639,34,Wed Jun 26 21:09:05 +0000 2019
pucv_cl,6496334982589168,sPperedu_cl,8481,4182,21203,Tue Sep 09 13:45:10 +0000 2014
pucv_cl,1184525084828034816,lilwyKuzman,46745,1925,5209,Sat Jul 18 14:39:40 +0000 2009
pucv_cl,2662033668541376,SRRcNBl,327,2441,406,Wed Apr 13 13:59:37 +0000 2016
pucv_cl,11585604071321212,helle0lvyT,21492,543,125,Sat Apr 18 08:55:01 +0000 2009
pucv_cl,1166262873670372,_cotipJrez,0,55,3,Mon Oct 28 22:10:47 +0000 2019
uvalpochile,9049888288214652,1nzoGonaaJeuMd,560,1416,147,Tue Mar 17 16:23:33 +0000 2020
uvalpochile,3085136130592396,GonzaloB_Oor,6,143,7,Sat Mar 16 17:17:09 +0000 2019
uvalpochile,721722917385172,pekeniiia,1408,193,47,Wed Sep 07 23:41:31 +0000 2011
pucv_cl,7385996620317757,Plalae,8,175,19,Sat Jul 13 23:33:07 +0000 2013
ubbchile,1548156942552438,IynZcodVi4,248,111,19,Tue Feb 23 01:39:05 +0000 2010
pucv_cl,5404672011258746,FroKVdEndq,723,194,140,Sun Oct 09 16:07:48 +0000 2011
pucv_cl,2025258433943404,pj2itaYarKas,25,82,30,Thu Oct 11 22:47:10 +0000 2012
pucv_cl,1253841483841003520,rTErctaAhE,720,593,227,Wed May 02 04:37:40 +0000 2012
ucatolica_chile,4283526239965102,Hij_HshDMen,66,428,150,Fri Apr 17 18:39:46 +0000 2020
UFrontera,894191724668206336,Oyleenmadue,88,106,11,Sat Jan 17 14:23:58 +0000 2015
ucatolica_chile,11252350830900836,ThiSacredNme,15,376,34,Thu Mar 26 11:10:41 +0000 2020
udeconcepcion,1136920522676523776,a_anvio2a,99,245,64,Thu Jan 16 01:52:04 +0000 2014
pucv_cl,327026781821256,OlMyRFlo,400,49,27,Wed Oct 26 14:37:23 +0000 2016
userena,5509964931827520,_nF82,0,11,0,Tue Aug 27 23:28:38 +0000 2019
pucv_cl,4038100461213952,Cam1iFi,9730,457,273,Wed Aug 03 02:57:51 +0000 2011
userena,12658490202991590,ushiparadisel,717,1044,215,Tue Oct 15 22:41:51 +0000 2019
pucv_cl,12162542620290794,SlUa,0,127,8,Tue Jul 19 03:09:38 +0000 2011
udeconcepcion,9246011109924874,aozaryS,13137,471,494,Wed Oct 14 20:28:06 +0000 2009
userena,4564127335188102,QuedxRKronF,45,86,3,Wed Feb 19 02:15:08 +0000 2020
pucv_cl,11631238972812566,clubdnvacinn,11504,2481,26249,Tue Sep 22 15:16:10 +0000 2009
ucatolica_chile,1593790598856872,beUgulc75as,99,1206,142,Tue Apr 30 14:18:01 +0000 2019
pucv_cl,4874700460312563,Nth_erdTo,53,105,30,Fri Apr 01 16:37:34 +0000 2011
pucv_cl,9433897869596360,YspKxoif,535,390,76,Sun Nov 04 02:51:58 +0000 2012
ucscconcepcion,1197030460513162240,godwiyu_t,40,216,6,Fri Jan 27 01:54:12 +0000 2017
pucv_cl,3527231874966728,FalifyWnQJ,2835,659,153,Sat Sep 22 22:13:04 +0000 2012
pucv_cl,90789107925866,jujoroddan,3086,1243,332,Sun May 30 22:29:32 +0000 2010
pucv_cl,4560980192001662,dgvmJaE5plN,4063,230,1805,Mon May 23 16:58:42 +0000 2011
udeconcepcion,7326880236016925,suKpsr_mNllo,7684,411,114,Sun Aug 23 18:41:38 +0000 2009
pucv_cl,1262959467759499776,jpanRthox5cS,44,277,109,Wed Nov 13 01:56:35 +0000 2019
uvalpochile,8727922694769233,Valenti9141575a,6,71,0,Wed Oct 23 13:36:52 +0000 2019
pucv_cl,741744300961002496,MarMtGvao,1,1970,53,Sun Jun 03 15:34:01 +0000 2018
pucv_cl,1249418972128270592,nlgignBA,26560,1509,818,Sun Mar 20 18:49:32 +0000 2011
usach,8609238855968889,joaHe3cE,1584,323,66,Thu Feb 24 12:47:26 +0000 2011
uvalpochile,6394773914117699,qjAndrWre,61,343,39,Sun Aug 11 20:19:18 +0000 2013
usantamaria,5447969554356427,ci_er9sla,0,6,0,Sat Nov 09 01:23:08 +0000 2019
usach,1239587740967576,scalopas,1135,734,190,Wed May 30 23:50:50 +0000 2012
pucv_cl,5432646959712703,j_gues2rr__v,56,281,32,Fri Sep 03 19:13:11 +0000 2010
ucatolica_chile,162293376445021,mjvg,15334,776,428,Sun May 31 13:31:44 +0000 2009
udeconcepcion,945721141089598208,hkGLv,796,334,82,Wed Dec 04 10:36:04 +0000 2013
pucv_cl,1903269129276795,olettYanaFg,4,71,12,Sun May 18 23:01:24 +0000 2014
pucv_cl,854190755246160128,libreliDt8cn,31,121,35,Wed Apr 18 20:43:08 +0000 2012
udeconcepcion,3318726344204838,mDhSt21,13236,474,43,Tue May 12 20:12:32 +0000 2015
pucv_cl,8272357826107210,1ieadly,3462,180,179,Tue Feb 07 18:05:14 +0000 2012
pucv_cl,11632965768295518,CgNsueCif,7,143,1,Thu Apr 27 20:18:40 +0000 2017
ucatolica_chile,1548525241733991,DDniU4n840y8,659,408,37,Thu May 09 01:39:36 +0000 2019
pucv_cl,103796762188543,WiRisaOIarJoV,648,734,163,Thu Jul 12 01:24:17 +0000 2012
userena,4167019442745014,PatGo_brumn5_,230,353,61,Thu Dec 03 01:35:06 +0000 2009
ucatolica_chile,1233098915549446144,gmohchaUC,5562,1667,418,Sun May 10 19:57:59 +0000 2009
usach,4716979702959020,a_TAkG9uTA,4309,355,127,Sun Apr 15 17:34:11 +0000 2012
pucv_cl,11328506913948712,MardWeClSir,20494,3125,4934,Tue Jun 08 18:18:54 +0000 2010
ucscconcepcion,414468754790739,barTicirvalanb,196,178,60,Fri Nov 04 11:26:37 +0000 2016
pucv_cl,5097863436315852,aNbrahamon,15508,1601,1320,Mon Apr 18 15:48:07 +0000 2011
uvalpochile,861912924784060928,D9soVittori,23,428,15,Fri Mar 02 16:19:10 +0000 2018
ucscconcepcion,710534738659782784,Aljand2373510,229,220,38,Mon Nov 04 02:22:47 +0000 2019
pucv_cl,1489807718126496,jhagvQCung,2245,103,70,Mon May 07 02:15:49 +0000 2012
uchile,12125199079146122,_no5_gamlaHl,19,230,28,Thu May 21 15:02:27 +0000 2020
udeconcepcion,1200401780708530944,GV2WDM9i,0,16,0,Tue Apr 14 19:49:37 +0000 2020
ucscconcepcion,12365185482273394,Consta561250,0,27,0,Sun Oct 20 02:33:11 +0000 2019
usantamaria,356451863930660,MYemoria0,0,63,2,Mon Nov 04 20:01:34 +0000 2019
pucv_cl,967708756312027136,LPqbep2atApp,518,1288,364,Mon Apr 20 14:31:51 +0000 2015
pucv_cl,3991146816301559,svaldoPina,875,411,122,Mon Jun 10 00:55:56 +0000 2013
pucv_cl,3182043310797712,9UtuIGlKpa,992,3065,844,Thu Mar 22 02:39:44 +0000 2018
pucv_cl,5039882743269089,MiknjudhVapo,6114,1849,2515,Thu Jun 05 15:12:40 +0000 2014
pucv_cl,2937747276100192,daniPeglv6,1063,1828,281,Wed Jun 02 00:21:55 +0000 2010
uvalpochile,6174020733447918,Edur18912c,22,50,7,Sun Nov 25 02:18:27 +0000 2018
pucv_cl,2502945986596360,Snow_fgcl,110,504,41,Sat Oct 01 12:51:33 +0000 2011
pucv_cl,5893734425138817,2n2dyZEc,1563,282,32,Mon Mar 13 03:09:59 +0000 2017
pucv_cl,9263651037342428,XiEmenahtnA,87,53,15,Sun Oct 16 03:56:20 +0000 2011
ucscconcepcion,10954930085496268,CeXilamnaHres,13,41,8,Mon Jun 17 02:17:50 +0000 2013
ubbchile,8960094471115365,velipe_parso,31,50,13,Fri Mar 18 13:16:19 +0000 2011
ubbchile,10157802255514200,uheGond4,46,63,3,Fri Mar 11 11:58:07 +0000 2011
pucv_cl,659798830151476,cCZiobtos,119187,4013,5803,Mon Jan 18 20:31:32 +0000 2010
pucv_cl,1196473543913393152,P3tIIesMllslZ,155,163,34,Wed Nov 21 07:11:02 +0000 2012
userena,7689338477332110,franGoNerera5N,10,24,7,Mon Oct 06 04:40:25 +0000 2014
UFrontera,8994175985521668,Yasca04Bg006,327,108,9,Wed Apr 17 00:09:27 +0000 2019
pucv_cl,10659810289942508,cprmdaRia,16,756,74,Tue Feb 21 00:11:43 +0000 2017
pucv_cl,942020437506704384,3VxleSofi,17,117,43,Sat Mar 28 22:02:16 +0000 2009
pucv_cl,5801226744551629,AscePi7Las5ez,267,298,87,Tue May 13 14:33:04 +0000 2014
pucv_cl,3168113565553238,feeficv,1508,700,329,Wed Jul 29 22:48:06 +0000 2009
pucv_cl,1259994671950777088,AgMDevbper,4,40,1,Wed Oct 23 13:58:21 +0000 2019
pucv_cl,1207854294472481536,OsssCLssfsWtr,69,83,9,Tue May 23 03:14:01 +0000 2017
ucatolica_chile,8817967264410668,byslzar1898,3672,639,263,Sun Aug 04 19:10:09 +0000 2019
ucscconcepcion,10309805244314932,fzdrmutt,13038,2572,1204,Thu Apr 30 06:11:00 +0000 2009
pucv_cl,3573350960356877,IgncioVicene6,0,3,0,Tue Mar 05 14:35:05 +0000 2019
pucv_cl,8602552370110749,pal2iorio6ja,1907,437,2425,Tue Apr 06 15:39:53 +0000 2010
pucv_cl,1257521409379486976,aghoXpTh,2,18,3,Tue Sep 27 17:43:35 +0000 2011
uchile,1257663939495176192,6intchicaLninz,0,24,1,Wed May 20 18:08:39 +0000 2020
pucv_cl,10664667380849714,CaritoCoUdMeroJ,177,435,137,Mon Jan 30 20:10:13 +0000 2012
pucv_cl,10022125285550694,MatnCV5020996,447,393,27,Sun Dec 23 03:45:31 +0000 2018
ucatolica_chile,1192729620766298880,CnVvgron_latam,24,97,31,Wed Nov 06 18:32:08 +0000 2019
pucv_cl,3758962437097410,psjnjaveW,1839,3019,850,Fri Jun 01 20:56:35 +0000 2012
pucv_cl,864079004516433664,RvreniV,1768,392,156,Tue Mar 02 22:44:16 +0000 2010
pucv_cl,1196031313610895616,NBaXLmiR,18,96,13,Thu Oct 17 12:01:07 +0000 2013
pucv_cl,230571444871915,0uppIovr9,2068,582,652,Tue Sep 07 20:02:06 +0000 2010
pucv_cl,1094415712390260608,lxuPixH4awsa,46,63,4,Sat Jul 16 21:29:50 +0000 2016
ucscconcepcion,5952354591743828,PamTaVV,20083,349,396,Tue Aug 09 18:15:15 +0000 2011
pucv_cl,1245562464011697920,yetsi,164,702,187,Thu Jan 06 21:04:12 +0000 2011
pucv_cl,1171258312371966464,RocioPaolaAaya,403,69,27,Mon Dec 24 23:33:04 +0000 2012
pucv_cl,1261932325025930496,ju3atoesR2,521,162,29,Sun Dec 20 14:36:40 +0000 2015
UFrontera,6439999889614237,Catagmfpaborga,685,256,83,Fri Jun 08 21:10:42 +0000 2012
pucv_cl,1975340877450062,ajibeiIbs,2908,1058,454,Sun Apr 25 21:10:28 +0000 2010
pucv_cl,1022860457437782912,ISJPStdArQd,5713,1049,3351,Tue Jan 26 20:13:38 +0000 2010
pucv_cl,7488683015927411,Grm42lzuVts,6,30,36,Wed Mar 03 17:02:26 +0000 2010
ucatolica_chile,7760305988595583,mifton_XoyaTzo,4228,2262,410,Wed Jul 05 17:39:51 +0000 2017
pucv_cl,4469764760924424,v9HtiCo5,118,206,22,Wed Jan 06 09:20:34 +0000 2016
pucv_cl,11292612191707608,FabiMltorthsC2,0,107,15,Wed Jul 20 14:43:16 +0000 2016
pucv_cl,12660794003633352,auiJrHzs,285,110,45,Wed Dec 07 23:30:12 +0000 2011
udeconcepcion,1186385985620037376,sc_a9wcozc_e,1,59,19,Tue Apr 21 13:20:21 +0000 2020
pucv_cl,1031301759089192832,azAsYudill,559,36,14,Mon Mar 04 19:24:29 +0000 2019
ucatolica_chile,6541723427757243,Bat_izYz,32,467,26,Sun Oct 08 09:02:31 +0000 2017
uvalpochile,736783826398321024,LourPesCumanda,15,1394,49,Sun Apr 14 22:28:40 +0000 2019
pucv_cl,3713751578174356,arigncypDa,3,20,0,Sun Oct 13 01:25:18 +0000 2019
pucv_cl,478088235315047,julrebZolledV,362,484,116,Sat Dec 18 17:40:53 +0000 2010
ucscconcepcion,11119672890394610,IettpUrd,1250,1574,414,Thu Feb 07 14:44:00 +0000 2013
udeconcepcion,10807676731999938,RgdPOPdCyT,113,68,31,Sun May 03 03:11:34 +0000 2020
pucv_cl,2453176825786936,IsadZxi563M2056,7,104,17,Fri Oct 25 13:03:45 +0000 2019
pucv_cl,12209433184404962,otDhiltn1a,23,138,54,Sun Jun 03 20:01:22 +0000 2018
usach,1215940709287141376,ili_laOb,157,142,19,Tue Aug 09 02:24:37 +0000 2011
ucatolica_chile,1254133063224675840,PozF,5493,1519,257,Wed Jul 22 15:49:30 +0000 2009
pucv_cl,942368716370920,Cas3bMazai,1303,100,105,Wed Jul 13 00:27:45 +0000 2011
pucv_cl,1223895489077812736,aldocardinalNt,367,1369,288,Sun Mar 14 15:21:53 +0000 2010
pucv_cl,743475400566648,zOidonogo,16843,3156,2072,Mon Mar 22 01:57:28 +0000 2010
ubbchile,9124734791268310,MaQs36VLc7,0,24,2,Sun Jan 20 22:44:29 +0000 2019
usach,6758185921109313,AljandLoRabuco,10729,1512,571,Tue Jul 19 14:13:57 +0000 2011
pucv_cl,1256844701810937600,NZicodePArnas,3925,389,554,Mon Nov 01 21:34:06 +0000 2010
pucv_cl,2422053189100359,SyB8ozcr,29,456,3,Tue Feb 07 23:30:53 +0000 2012
pucv_cl,11879515348443478,vaYuhTt,44,118,29,Tue Aug 09 19:55:33 +0000 2011
pucv_cl,7815707127114935,ZnetYx,14,193,28,Tue Jan 20 14:01:33 +0000 2015
ucscconcepcion,8162478277924612,maZ_l9vera,1585,591,156,Sat May 09 01:12:44 +0000 2015
pucv_cl,409979736731190,y4araX_sts,0,12,0,Sun Mar 15 22:53:03 +0000 2020
UFrontera,9770544924131714,FrVKdPE0t_,9,24,7,Tue May 26 04:55:19 +0000 2020
UFrontera,8136556010307725,je_karXsea,40,60,12,Fri Nov 26 15:30:32 +0000 2010
ucatolica_chile,5226003507581711,gR9rtnmcV8lauc,1815,416,1257,Thu Nov 22 20:55:11 +0000 2012
usantamaria,3994490985991278,G_ELAZEfZ,234,77,15,Wed Jan 20 18:33:42 +0000 2010
pucv_cl,5223523840201723,Krg235,1,1542,105,Thu Apr 05 13:02:50 +0000 2012
usantamaria,622946893621859,zbalSlod,24,10,3,Sun Oct 13 02:37:59 +0000 2019
pucv_cl,1213821169439945472,CarlotaFlam,815,270,55,Sat Nov 15 01:23:53 +0000 2014
usantamaria,1002659389432007168,cronopCio_un,12,74,7,Tue Jan 28 19:55:40 +0000 2020
pucv_cl,6010919862836211,el0iberriosX,237,481,73,Fri Apr 25 11:05:33 +0000 2014
pucv_cl,767878185201980160,QRCr9sPCV,320,357,409,Tue Feb 28 16:49:39 +0000 2012
pucv_cl,2137663056085454,Seba_BadimllRa,256,231,77,Wed Jan 16 11:57:41 +0000 2013
usantamaria,2900855777109326,nmrodostre,71,174,0,Thu Sep 05 20:46:36 +0000 2013
pucv_cl,8093336143719049,Sn7ZepUuc,801,195,597,Wed Jan 18 20:28:15 +0000 2012
pucv_cl,1088101665264370688,KiAliArce,61,207,12,Mon Jun 10 13:59:36 +0000 2019
UFrontera,1234179280348621824,ClorofxlKpoali,0,113,5,Tue Jan 10 06:17:28 +0000 2017
pucv_cl,9176506239128518,antirPCsalehb,6,148,17,Wed May 22 01:01:11 +0000 2019
udeconcepcion,11599763931148158,NicSoleX28L18,3,36,3,Mon Apr 13 02:45:15 +0000 2020
pucv_cl,8544867790040653,AbrHatRnka,264,1001,520,Wed Jan 16 13:56:25 +0000 2013
pucv_cl,865696435879854,febadiXzena,13,463,27,Thu Mar 01 18:29:40 +0000 2012
pucv_cl,12257368702731734,MblkaEIS,202,112,34,Sun Apr 28 22:03:21 +0000 2013
pucv_cl,709707594890332800,cataliFm_caUxus,133,265,15,Thu Aug 25 17:00:31 +0000 2016
usantamaria,8412706196478428,lzoidsm,1089,548,52,Mon May 31 02:05:38 +0000 2010
ucatolica_chile,11707295981082250,mshezoSya,219,738,192,Tue Aug 05 02:52:41 +0000 2014
pucv_cl,3844140350713576,TrivuEdirfnes,37,881,73,Wed Dec 26 02:19:22 +0000 2018
pucv_cl,4255784018232372,sharonmGJes,93,158,70,Fri Jun 05 22:01:57 +0000 2009
pucv_cl,7889535636543739,jaiermpar,2,64,17,Mon May 22 23:10:22 +0000 2017
